feature,weight,abs_weight
mercury_venus_tension_lag_13,0.012764534692348442,0.012764534692348442
moon_mars_tension_lag_25,0.010070580051550166,0.010070580051550166
moon_mercury_tension_lag_1,-0.00914742471565087,0.00914742471565087
moon_saturn_tension_lag_7,0.008520848807678257,0.008520848807678257
mercury_pluto_tension_lag_10,0.008256347654668003,0.008256347654668003
