date,sun,moon,mercury,venus,mars,jupiter,saturn,uranus,neptune,pluto
2010-04-03,13.13727749897679,243.92513197345914,30.701704861585668,32.798986700606555,123.26338406624629,347.71421329703753,180.35021431509085,357.5239769325504,327.8061789281977,275.4152633768702
2010-04-04,14.122866527333269,256.8739653861483,32.17651520839463,34.03012553215148,123.50481818674415,347.9435690508291,180.27481005931892,357.5794427410756,327.83486536786296,275.4170883747815
2010-04-05,15.107962085464873,269.42572691460146,33.56765079927514,35.260717937096324,123.75404021223684,348.17220939920287,180.1999431842772,357.63470951059196,327.86317997687195,275.4183860424243
2010-04-06,16.092563278935284,281.6541759361359,34.87054613954609,36.49075856971484,124.01089189291218,348.4001070420431,180.1256481760236,357.68976087929843,327.89111102537277,275.4191514942272
2010-04-07,17.07666777222909,293.64690032623326,36.08115156465184,37.72024172219239,124.27521942410125,348.6272353335345,180.05196076397849,357.74458161381824,327.9186480464551,275.4193812857471
2010-04-08,18.060272463243855,305.4961793009375,37.195922121605776,38.94916174764545,124.5468731947027,348.8535686072691,179.97891804537576,357.7991578635879,327.945782083834,275.419073650465
2010-04-09,19.043373819264147,317.29198160980445,38.211799928052606,40.17751322897863,124.82570753909918,349.07908226871467,179.90655842664526,357.85347720590914,327.97250573109613,275.4182285297776
2010-04-10,20.02596801561737,329.1166322390212,39.12619681077325,41.40529101579158,125.11158053308877,349.3037528080075,179.83492152643217,357.90752862899154,327.9988131112943,275.4168475462563
2010-04-11,21.00805095270133,341.0406698742065,39.936983131842936,42.63249017502793,125.40435378989565,349.5275577905441,179.76404807987998,357.96130250167874,328.0246998457238,275.41493396881737
2010-04-12,21.989618168923123,353.1196823899687,40.64248760972811,43.85910583865595,125.70389215703217,349.75047580537665,179.69397980199687,358.0147904999962,328.0501629811804,275.41249263785835
2010-04-13,22.970664622305364,5.392261683124784,41.24151148841148,45.08513288707812,126.01006318512312,349.97248629381454,179.62475910967888,358.06798540335984,328.0752007869797,275.4095297596751
2010-04-14,23.95118430397009,17.879499177383327,41.7333590985671,46.310565402046805,126.3227362563283,350.19356916395884,179.55642858823865,358.1208806583019,328.09981231756956,275.4060524636222
2010-04-15,24.931169695938518,30.58649447686346,42.11788546177588,47.53539588209217,126.64178134763303,350.41370414690573,179.48903014534397,358.17346966084074,328.12399668971614,275.40206806865444
2010-04-16,25.910611181056755,43.50605964822198,42.39556026714484,48.75961432432536,126.96706754885037,350.6328699574439,179.42260391341622,358.22574482048077,328.1477521354441,275.3975831186466
