date,sun_moon_tension,sun_mercury_tension,sun_venus_tension,sun_mars_tension,sun_jupiter_tension,sun_saturn_tension,sun_uranus_tension,sun_neptune_tension,sun_pluto_tension,moon_mercury_tension,moon_venus_tension,moon_mars_tension,moon_jupiter_tension,moon_saturn_tension,moon_uranus_tension,moon_neptune_tension,moon_pluto_tension,mercury_venus_tension,mercury_mars_tension,mercury_jupiter_tension,mercury_saturn_tension,mercury_uranus_tension,mercury_neptune_tension,mercury_pluto_tension,venus_mars_tension,venus_jupiter_tension,venus_saturn_tension,venus_uranus_tension,venus_neptune_tension,venus_pluto_tension,mars_jupiter_tension,mars_saturn_tension,mars_uranus_tension,mars_neptune_tension,mars_pluto_tension,jupiter_saturn_tension,jupiter_uranus_tension,jupiter_neptune_tension,jupiter_pluto_tension,saturn_uranus_tension,saturn_neptune_tension,saturn_pluto_tension,uranus_neptune_tension,uranus_pluto_tension,neptune_pluto_tension,global_tension
1996-02-06,0.0,0.0,0.0,0.1906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.9689,0.0,1.5508,0.0,0.0,0.0,0.259,0.0,0.292,0.0,0.0,0.0,0.3962,0.0,0.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0808,0.0,0.3795,0.4331,0.0,3.32
1996-02-07,0.0,0.0,0.0,0.2121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3124,0.0,0.348,0.0,0.0,0.0,0.2969,0.0,0.1614,0.0231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0906,0.0,0.3763,0.4399,0.0,1.57
1996-02-08,0.0,0.0,0.0,0.2334,0.0,0.0,0.0,0.0,0.0,0.093,0.5084,0.2651,0.0,0.9667,0.0285,0.2866,0.0,0.0,0.0,0.0,0.348,0.0,0.4098,0.0,0.0,0.0,0.1979,0.083,0.0888,0.0668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1005,0.0,0.3732,0.4469,0.0,3.12
1996-02-09,0.0,0.0,0.0,0.2548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2828,0.0191,0.4768,0.0,0.0,0.0,0.099,0.166,0.0163,0.1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1105,0.0,0.3701,0.4538,0.0,2.61
1996-02-10,0.2,0.0,0.0,0.2761,0.0,0.0,0.0,0.0,0.0,0.5786,0.0,0.0822,0.0,0.5256,0.0,0.6038,0.0,0.0,0.0,0.0,0.2125,0.1009,0.5488,0.0,0.0,0.1114,0.0005,0.2488,0.0,0.1541,0.0,0.0,0.0,0.0,0.1596,0.0,0.0,0.0,0.0,0.0,0.1207,0.0,0.367,0.4609,0.0,3.3
1996-02-11,0.0,0.0,0.0,0.2974,0.0,0.0,0.0,0.0,0.0,0.0,0.1049,0.0,0.0399,0.0,1.0738,0.0,0.0,0.0,0.0,0.0,0.1376,0.1879,0.6251,0.0,0.0,0.2236,0.0,0.2564,0.0,0.1978,0.0,0.0,0.0,0.0,0.3305,0.0,0.0,0.0,0.0,0.0,0.131,0.0,0.3639,0.468,0.0,3.08
1996-02-12,0.5197,0.0,0.0,0.3186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0583,0.2797,0.6384,0.0,0.0,0.3356,0.0,0.1738,0.0,0.2067,0.0,0.0,0.0,0.0,0.5015,0.0,0.0,0.0,0.0,0.0,0.1415,0.0,0.3607,0.4751,0.0,2.81
1996-02-13,0.0,0.0,0.0,0.3399,0.0,0.0,0.0,0.0,0.0,0.0,0.0883,0.7056,0.0,0.0,0.4927,0.0,1.1393,0.0,0.0,0.0,0.0,0.3758,0.5542,0.0,0.0,0.4475,0.0,0.0913,0.0,0.1632,0.0,0.0,0.0,0.0,0.6727,0.0,0.0,0.0,0.0,0.0,0.152,0.0,0.3576,0.4823,0.0,4.21
1996-02-14,0.0,0.0,0.0,0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.476,0.4666,0.0,0.0,0.5594,0.0,0.0089,0.0,0.1198,0.0,0.0,0.0,0.0,0.844,0.0,0.0,0.0,0.0,0.0,0.1627,0.0,0.3545,0.4896,0.0,2.72
1996-02-15,0.0,0.0,0.0,0.3822,0.0,0.0,0.0,0.0,0.1173,0.0,0.1426,0.327,0.0,0.2971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5799,0.3757,0.084,0.0,0.6712,0.0,0.0,0.0,0.0764,0.0,0.0,0.0,0.0,1.0154,0.0,0.0,0.0,0.0,0.0,0.1735,0.0,0.3514,0.4968,0.0,3.54
1996-02-16,0.0,0.0,0.0,0.4033,0.0,0.0,0.0,0.0,0.3171,0.0,0.1117,0.0,0.2977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6873,0.2819,0.1934,0.0,0.7829,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,1.1869,0.0,0.0,0.0,0.0,0.0,0.1844,0.0,0.3483,0.5042,0.0,3.7
1996-02-17,0.0,0.0,0.0,0.4244,0.0,0.0,0.0,0.0,0.517,0.4871,0.0,0.0,0.0,0.0,0.8734,0.5553,0.1421,0.0,0.0,0.0,0.0,0.77,0.1853,0.306,0.0,0.8946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3586,0.0,0.0,0.0,0.0,0.0,0.1954,0.0,0.3453,0.5116,0.0,5.25
1996-02-18,0.0,0.0,0.0,0.4455,0.0,0.0,0.0,0.0,0.717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6563,0.0861,0.3463,0.0,0.8139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5303,0.0,0.0,0.0,0.0,0.0,0.2066,0.0,0.3422,0.519,0.0,3.93
1996-02-19,0.81,0.0,0.0,0.4666,0.0,0.0,0.0,0.0,0.9169,0.0,0.0,0.5929,0.0,0.0,0.0,0.0,1.169,0.0,0.0,0.0,0.0,0.5398,0.0,0.2279,0.0,0.7024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7022,0.0,0.0,0.0,0.0,0.0,0.2178,0.0,0.3391,0.5265,0.0,5.7
1996-02-20,0.0,0.0,0.0,0.4876,0.0,0.0,0.0,0.0,1.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4205,0.0,0.1068,0.0,0.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6458,0.0,0.0,0.0,0.0,0.0,0.2292,0.0,0.3361,0.534,0.0,3.8
1996-02-21,0.0,0.0,0.0,0.5086,0.0,0.0,0.0,0.0,1.317,0.0,0.0,0.0,0.0,0.5481,0.0716,0.1833,0.1147,0.0,0.0,0.0,0.0,0.2987,0.0,0.0,0.0,0.4798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4737,0.0,0.0,0.0,0.0,0.0,0.2407,0.0,0.333,0.5415,0.0,4.24
1996-02-22,0.0,0.0,0.0,0.5295,0.0,0.0,0.0,0.0,1.517,0.0,0.4109,0.0,1.1016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1745,0.0,0.0,0.0,0.3686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3015,0.0,0.0,0.0,0.0,0.0,0.2523,0.0,0.33,0.5491,0.0,4.54
1996-02-23,0.0,0.0,0.0,0.5504,0.0,0.0,0.0,0.0,1.4829,0.0,0.0,0.0,0.0,0.0,0.3602,1.3484,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.2576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1293,0.0,0.0,0.0,0.0,0.0,0.264,0.0,0.327,0.5567,0.0,4.39
1996-02-24,0.0,0.0,0.0,0.5713,0.0,0.0,0.0,0.0,1.2828,0.6969,0.0,0.1642,0.2268,0.0,0.2873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1466,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,0.9569,0.0,0.0,0.0,0.0,0.0,0.2758,0.0,0.3239,0.5644,0.0,3.82
1996-02-25,0.0,0.0,0.0,0.5922,0.0,0.0,0.0,0.0,1.0827,0.0,0.0,0.0,0.0,0.1158,0.0,0.0474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0358,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.7845,0.0,0.0,0.0,0.0,0.0,0.2877,0.0,0.3209,0.5721,0.0,2.71
1996-02-26,0.7906,0.0,0.0,0.613,0.0,0.0,0.0,0.0,0.8826,0.0,0.0,0.6005,0.0,0.0,0.2572,0.0,1.5427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1064,0.0,0.1339,0.0,0.0,0.0,0.612,0.0,0.0,0.0,0.0,0.0,0.2997,0.0,0.3179,0.5798,0.0,4.68
1996-02-27,0.0,0.0,0.0,0.6338,0.0439,0.0,0.0,0.0,0.6825,0.1753,0.0,0.1794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2234,0.0,0.2,0.0,0.0,0.0,0.4393,0.0,0.0,0.0,0.0,0.0,0.3118,0.0,0.315,0.5875,0.0,2.63
1996-02-28,0.0,0.0,0.0,0.6545,0.1251,0.0,0.0,0.0,0.4823,0.0,0.0,0.0,0.0,1.1773,0.0,0.5279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3401,0.0,0.2663,0.0,0.0,0.0,0.2667,0.0,0.0,0.0,0.0,0.0,0.324,0.0,0.312,0.5953,0.0,3.52
1996-02-29,0.236,0.0,0.0,0.6753,0.2065,0.0,0.0,0.0,0.2822,0.0,0.0,0.2251,1.0912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4566,0.0,0.3327,0.0,0.0,0.0,0.0939,0.0,0.0,0.0,0.0,0.0,0.3362,0.0,0.3091,0.6031,0.0,3.37
1996-03-01,0.0,0.0,0.0,0.696,0.288,0.0,0.0,0.0,0.0821,0.2369,0.5648,0.0,0.0,0.135,0.0,0.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5727,0.0,0.3993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3486,0.0,0.3061,0.6109,0.0,3.26
1996-03-02,0.0,0.0,0.0,0.7167,0.3696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3608,0.2045,0.3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.6886,0.0,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3611,0.0,0.3032,0.6187,0.0,3.78
1996-03-03,0.0151,0.0,0.0,0.7373,0.3287,0.0,0.0,0.0,0.0,0.0774,0.0,0.1062,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2084,0.8041,0.0,0.3251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3737,0.0,0.3003,0.6266,0.0,2.72
1996-03-04,0.0,0.0,0.0,0.758,0.2468,0.0,0.0,0.0,0.0,0.5001,0.1633,0.0,0.0,0.3378,0.0,0.5981,0.6535,0.0335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3404,0.7606,0.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3863,0.0,0.2974,0.6344,0.0,4.14
1996-03-05,0.4721,0.0,0.0,0.7614,0.1648,0.0,0.0,0.0,0.0,0.0,0.0,0.5325,0.1979,0.0,0.0,0.0,0.2185,0.052,0.0,0.0,0.0,0.0,0.0,0.1463,0.0,0.0,0.0,0.4721,0.6457,0.0,0.1908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3991,0.0,0.2945,0.6423,0.0,3.6
1996-03-06,0.1283,0.0,0.0,0.7408,0.0827,0.0,0.0,0.0,0.0,0.0,0.0,0.0962,0.0,0.9594,0.0,0.0859,0.0,0.0713,0.0,0.0,0.0,0.0,0.0,0.3991,0.0,0.0,0.0,0.6034,0.5311,0.0,0.1234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4119,0.0,0.2917,0.6502,0.0,3.59
1996-03-07,0.0,0.0,0.0,0.7203,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1544,0.0,0.1975,0.0,0.2317,0.0916,0.0,0.0,0.0,0.0,0.0,0.6549,0.0,0.0,0.0,0.7344,0.4169,0.2043,0.0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4248,0.0,0.2889,0.6581,0.0,3.36
1996-03-08,0.5417,0.0,0.0,0.6997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4032,0.4712,0.0,0.0,0.0,0.0,0.1128,0.0,0.0,0.0,0.0,0.0,0.9138,0.0,0.0,0.0,0.8649,0.303,0.4535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4378,0.0,0.286,0.666,0.0,4.27
1996-03-09,0.0,0.0,0.0,0.6792,0.0,0.0419,0.0,0.0,0.0,0.1646,0.6007,0.0,0.0,0.0,1.3608,0.6204,0.0,0.135,0.0,0.0,0.0,0.0,0.0,1.1758,0.0,0.0,0.0,0.9649,0.1894,0.6419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4509,0.0,0.2832,0.6701,0.0,5.54
1996-03-10,0.0503,0.0,0.0,0.6587,0.0,0.1568,0.0,0.0,0.0,0.0,0.0,0.1062,0.2582,0.0,0.0,0.0,0.0,0.1581,0.0,0.0,0.0,0.0,0.0,1.1191,0.0,0.0,0.0,0.8352,0.0762,0.3941,0.0,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.464,0.0,0.2805,0.6622,0.0,3.63
1996-03-11,0.0,0.0,0.0,0.6382,0.0,0.2717,0.0,0.0,0.0,0.0911,0.0,0.0,0.0,0.2453,0.0,0.2758,0.5781,0.1538,0.0,0.0,0.0,0.0,0.0,0.8509,0.0,0.0,0.0,0.7059,0.0,0.1471,0.0,0.1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4772,0.0,0.2777,0.6543,0.0,3.8
1996-03-12,0.0,0.0,0.0,0.6177,0.0,0.3864,0.0,0.0,0.0,0.3751,0.0,0.0385,0.0,0.0,0.0,0.0,0.0,0.1287,0.0,0.0,0.0,0.0,0.0,0.5796,0.0,0.0,0.0,0.5769,0.0,0.0,0.0,0.1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4905,0.0,0.275,0.6463,0.0,2.99
1996-03-13,0.6476,0.0,0.0,0.5972,0.0,0.5011,0.0,0.0,0.0,0.0,0.0,0.4161,0.0,1.6877,0.0,0.0,0.0,0.1027,0.0,0.0,0.0,0.0,0.0,0.305,0.0,0.0008,0.0,0.4485,0.0,0.0,0.0,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5039,0.0,0.2722,0.6384,0.0,4.45
1996-03-14,0.0,0.0,0.0,0.5767,0.0,0.6157,0.0,0.0471,0.0,0.2661,0.115,0.0,0.6639,0.0,0.0,0.0,0.0,0.0757,0.0,0.0911,0.0,0.0,0.0,0.0273,0.0,0.0294,0.0,0.3204,0.0,0.0,0.0,0.3873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5174,0.0,0.2695,0.6305,0.0,3.22
1996-03-15,0.3306,0.0,0.0,0.5562,0.0,0.7303,0.0,0.1347,0.0,0.0,0.0,0.1437,0.0,0.2553,0.0,0.7338,0.0,0.0476,0.0,0.2167,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.1928,0.0,0.0,0.0,0.4826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5309,0.0034,0.2669,0.6226,0.0,3.68
1996-03-16,0.0,0.0,0.0,0.5358,0.0,0.8448,0.0,0.2222,0.0,0.0,0.6976,0.0,0.0,0.0,0.2783,0.0,0.0,0.0186,0.0,0.2799,0.0,0.0,0.0,0.0,0.0,0.0866,0.0,0.0657,0.0,0.0,0.0,0.5779,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.5355,0.0137,0.2642,0.6147,0.0,3.5
1996-03-17,0.0,0.0,0.0,0.5153,0.0,0.9592,0.0,0.3098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152,0.1508,0.0,0.0,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.0,0.0,0.673,0.0,0.0788,0.0,0.0,0.0,0.0,0.0,0.0,0.5219,0.0242,0.2616,0.6068,0.0,2.94
1996-03-18,0.0,0.0,0.0,0.4948,0.0,1.0265,0.0,0.3226,0.0326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6115,0.0,0.0944,0.0199,0.0,0.0,0.0,0.0,0.0,0.1434,0.0,0.0,0.0,0.0,0.0,0.7681,0.0,0.1541,0.0,0.0,0.0,0.0,0.0,0.0,0.5082,0.0346,0.259,0.5989,0.0,3.52
1996-03-19,0.2236,0.0,0.0,0.4744,0.0,0.9122,0.0,0.2351,0.0861,0.4263,0.0,0.6007,0.0,0.5008,0.0,0.0,0.0,0.0,0.1752,0.0,0.0267,0.0,0.0,0.0,0.0,0.1717,0.0,0.0,0.0,0.0,0.0,0.8632,0.0,0.2294,0.0,0.0,0.0,0.0,0.0,0.0,0.4944,0.0452,0.2564,0.591,0.0,4.38
1996-03-20,0.0883,0.0044,0.0,0.454,0.0,0.798,0.0092,0.1476,0.1395,0.0,0.0,0.0,0.0515,0.0,0.0949,0.0,0.1424,0.0,0.2577,0.0,0.2083,0.0,0.0,0.0,0.0,0.1641,0.0,0.0,0.0,0.0,0.0,0.9582,0.0,0.3046,0.0,0.0,0.0,0.0,0.0,0.0,0.4805,0.0557,0.2539,0.5831,0.0,3.61
1996-03-21,0.0,0.066,0.0,0.4336,0.0,0.6839,0.1095,0.06,0.193,0.0,0.0,0.0,0.422,0.0,0.0,0.2156,0.0,0.0,0.3418,0.0,0.3919,0.0,0.0199,0.0,0.0,0.1359,0.0,0.0,0.0,0.0,0.0,1.0531,0.0,0.3799,0.0072,0.0,0.0,0.0,0.0,0.0,0.4666,0.0663,0.2513,0.5753,0.0,4.08
1996-03-22,0.0,0.1291,0.0,0.4131,0.0,0.5698,0.2098,0.0,0.2464,0.0,0.0,0.0,0.0,0.0,1.6359,0.2669,0.8324,0.0,0.4275,0.0,0.5778,0.0,0.1548,0.0,0.0,0.1078,0.0,0.0,0.0,0.0,0.0,1.1479,0.0,0.3368,0.0535,0.0,0.0,0.0,0.0,0.0,0.4527,0.0769,0.2488,0.5675,0.0,5.87
1996-03-23,0.0,0.1936,0.0,0.3927,0.0,0.4558,0.3101,0.0,0.2999,0.0,0.4806,0.0,0.2129,0.0,0.0,0.0,0.0,0.0,0.5148,0.0,0.7658,0.0,0.2848,0.0166,0.0,0.0799,0.0,0.0,0.0,0.0,0.0,1.0673,0.0,0.2615,0.0999,0.0,0.0,0.0,0.0,0.0,0.4387,0.0876,0.2463,0.5597,0.0,4.7
1996-03-24,0.0,0.2596,0.0,0.3723,0.0,0.3419,0.4105,0.0,0.2867,0.2782,0.0,0.3936,0.0,0.3726,0.0982,0.1875,0.9653,0.0,0.6037,0.0,0.7241,0.0,0.147,0.0995,0.0,0.052,0.0,0.0,0.0,0.0,0.0,0.9726,0.0,0.1863,0.1462,0.0,0.0,0.0,0.0,0.0,0.4246,0.0983,0.2439,0.5519,0.0,5.71
1996-03-25,0.0,0.327,0.0,0.352,0.0,0.228,0.3292,0.0,0.2333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5378,0.0,0.5319,0.1291,0.0077,0.1834,0.0,0.0243,0.0,0.0,0.0,0.0,0.0,0.8779,0.0602,0.111,0.1926,0.0,0.0,0.0,0.0,0.0,0.4105,0.1091,0.2415,0.5441,0.0,3.77
1996-03-26,0.0,0.3958,0.0,0.3316,0.0,0.1142,0.2289,0.0,0.1799,0.0,0.0,0.1461,0.0,0.7785,0.0,0.0,0.0,0.0,0.4459,0.0,0.3377,0.2918,0.0,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833,0.1461,0.0358,0.2389,0.0,0.0,0.0,0.0,0.0,0.3963,0.1198,0.2391,0.5364,0.0,4.16
1996-03-27,1.0957,0.4658,0.0,0.3112,0.0,0.0005,0.1285,0.0,0.1265,0.882,0.0,0.6482,0.0,0.1573,0.3088,0.0,0.0255,0.0,0.3525,0.0,0.1416,0.2158,0.0,0.1586,0.0,0.0,0.0,0.0,0.0274,0.0,0.0,0.6888,0.2321,0.0,0.2852,0.0,0.0,0.0,0.0,0.0,0.3821,0.1306,0.2367,0.5287,0.0,5.23
1996-03-28,0.0,0.5371,0.0,0.2908,0.0138,0.0,0.0282,0.0,0.0731,0.0,0.0,0.0,1.0027,0.0,0.0,0.0,0.0,0.0,0.2578,0.0,0.0,0.05,0.0,0.0724,0.0,0.0,0.0,0.0,0.0553,0.0,0.0,0.5943,0.318,0.0,0.3316,0.0,0.0,0.0,0.0,0.0,0.3678,0.1414,0.2344,0.5211,0.0,3.4
1996-03-29,0.0,0.5105,0.0,0.2705,0.1569,0.0,0.0,0.0,0.0197,0.0,0.0,0.1007,0.0,0.3104,0.7157,0.9383,0.1748,0.0,0.1619,0.2175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0831,0.0,0.0,0.4999,0.404,0.0,0.3261,0.0,0.0,0.0,0.0,0.0,0.3535,0.1523,0.2321,0.5134,0.0,4.26
1996-03-30,0.1572,0.4371,0.0,0.2501,0.3003,0.0,0.0,0.0,0.0,0.1819,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0649,0.4685,0.0,0.0,0.0,0.0,0.0,0.0,0.0366,0.0,0.1106,0.0635,0.0,0.4055,0.434,0.0,0.2798,0.0,0.0,0.0,0.0,0.0,0.3392,0.1632,0.2298,0.5059,0.0,3.11
1996-03-31,0.0,0.3629,0.0,0.2298,0.444,0.0,0.0,0.0,0.0,0.0,0.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7213,0.0,0.0,0.0,0.0,0.0,0.0,0.1052,0.0,0.138,0.1904,0.0,0.3112,0.3481,0.0,0.2335,0.0,0.0,0.0,0.0,0.0,0.3248,0.1741,0.2275,0.4983,0.0,3.38
1996-04-01,0.0,0.288,0.0,0.2094,0.5881,0.0,0.0,0.0,0.0,0.0,0.0,0.7088,0.0,0.0,0.3204,0.0,1.17,0.0,0.0,0.9756,0.0,0.0,0.0,0.0,0.0,0.0,0.1733,0.0,0.1652,0.3165,0.0,0.2169,0.2621,0.0,0.1872,0.0,0.0,0.0,0.0,0.0,0.3104,0.185,0.2253,0.4908,0.0,4.72
1996-04-02,0.0,0.2128,0.0,0.189,0.7325,0.0,0.0,0.0,0.0,0.3694,0.0,0.0,0.1797,0.0,0.0,0.0,0.0,0.0,0.0,0.8492,0.0,0.0,0.0,0.0,0.0,0.0,0.2407,0.0125,0.1438,0.4417,0.0,0.1227,0.176,0.0,0.1409,0.0,0.0,0.0,0.0,0.0,0.296,0.1959,0.2231,0.4833,0.0,3.48
1996-04-03,0.0,0.1374,0.0,0.1687,0.8772,0.0,0.0,0.0,0.0,0.0,0.1123,0.3109,0.0,1.236,0.1856,0.1051,0.3573,0.0,0.0,0.5934,0.0,0.0,0.0002,0.0,0.0,0.0,0.3076,0.0433,0.117,0.566,0.0,0.0285,0.09,0.0,0.0946,0.0,0.0,0.0,0.0,0.0,0.2815,0.2068,0.221,0.4759,0.0,4.53
1996-04-04,1.0705,0.0622,0.0,0.1483,1.0222,0.0,0.0,0.0,0.0,0.0883,0.0,0.2393,1.213,0.0,0.0,0.0,0.0,0.0,0.0,0.3377,0.0,0.0,0.2457,0.0,0.0,0.0,0.2561,0.0738,0.0904,0.6893,0.0,0.0,0.004,0.0,0.0483,0.0,0.0,0.0,0.0,0.0,0.267,0.2178,0.2189,0.4685,0.0,4.7
1996-04-05,0.0,0.0,0.0,0.128,1.1676,0.0,0.0,0.0,0.0,0.4211,0.0,0.0,0.0,0.3806,0.349,1.4063,0.0,0.0,0.0,0.0825,0.0,0.0,0.4904,0.0,0.0,0.0,0.1904,0.1041,0.0641,0.8116,0.092,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.2525,0.2287,0.2168,0.4612,0.0,4.76
1996-04-06,0.0,0.0,0.0,0.1076,1.2867,0.0,0.0,0.0,0.0,0.0,0.0,0.3275,0.0,0.0,0.1648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7336,0.0,0.0,0.0,0.1254,0.1341,0.0379,0.9329,0.2145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2379,0.2397,0.2147,0.4539,0.0,3.62
1996-04-07,0.0,0.0,0.0,0.0872,1.1406,0.0,0.0,0.0,0.0,0.0793,0.0,0.0,0.0,0.0714,0.0,0.1658,0.0543,0.0,0.0,0.0,0.0,0.2197,0.9453,0.0,0.0,0.0,0.061,0.1639,0.012,0.9628,0.3373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2233,0.2507,0.2127,0.4467,0.0,3.77
1996-04-08,0.0,0.0,0.0,0.0668,0.9942,0.0,0.0,0.0,0.0,0.0,0.2833,0.1749,0.0,0.0,0.0,0.0,0.2846,0.0,0.0,0.0,0.0,0.4958,0.7071,0.0,0.0,0.0,0.0,0.1934,0.0,0.8436,0.4605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2087,0.2617,0.2107,0.4396,0.0,3.91
1996-04-09,0.0887,0.0,0.0,0.0464,0.8473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7678,0.4723,0.489,0.0,0.0,0.0,0.1694,0.0,0.7256,0.5841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1941,0.2727,0.2088,0.4324,0.0,3.84
1996-04-10,0.0,0.0,0.0,0.026,0.7001,0.0,0.0,0.1142,0.0,0.0718,0.2611,0.447,0.0,0.2095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0349,0.2418,0.5479,0.0,0.0,0.0,0.1404,0.0,0.6087,0.7081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123,0.1794,0.2837,0.2068,0.4254,0.0,4.32
1996-04-11,1.1673,0.0,0.0,0.0056,0.5526,0.0,0.0,0.2598,0.0,0.0,0.0,0.0,0.4344,0.0,0.0,0.2457,0.0,0.0,0.0,0.0,0.0,0.9438,0.0163,0.0594,0.0,0.0,0.0,0.1118,0.0,0.493,0.8325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0274,0.1647,0.2947,0.205,0.4184,0.0,4.33
